VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge,PUBorough,PUZone,PUservice_zone,DOBorough,DOZone,DOservice_zone
2,2023-01-25 22:24:20,2023-01-25 22:30:37,Y,4.0,74,142,9.0,0.732,3.13,0.5,0.0,2.99,6.55,,0.3,16.22,1.0,1.0,2.75,Manhattan,Morningside Heights,Boro Zone,Queens,Steinway,Boro Zone
2,2023-01-26 23:38:51,2023-01-27 00:06:36,N,5.0,263,181,4.0,6.487,15.56,2.75,0.5,0.0,6.55,,0.0,28.11,1.0,1.0,2.75,Brooklyn,Greenpoint,Boro Zone,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-15 14:24:26,2023-01-15 14:34:51,N,3.0,132,142,9.0,3.126,10.56,2.5,0.5,0.0,12.24,,0.0,28.3,2.0,2.0,2.5,Queens,LaGuardia Airport,Airports,Queens,Steinway,Boro Zone
2,2023-01-27 10:24:29,2023-01-27 11:09:16,Y,6.0,138,138,9.0,1.998,6.16,0.5,0.0,0.0,0.0,,0.0,6.66,2.0,1.0,0.0,Queens,JFK Airport,Airports,Queens,JFK Airport,Airports
2,2023-01-27 11:27:03,2023-01-27 12:03:54,Y,5.0,138,41,0.0,1.215,3.09,3.5,0.5,0.0,9.5,,0.0,19.09,2.0,2.0,2.5,Queens,JFK Airport,Airports,Manhattan,Lincoln Square West,Yellow Zone
2,2023-01-05 12:13:13,2023-01-05 12:42:35,N,3.0,239,7,1.0,5.405,13.69,3.5,0.0,0.0,0.0,,0.0,19.94,2.0,1.0,2.75,Manhattan,Central Park,Yellow Zone,Queens,Steinway,Boro Zone
2,2023-01-28 08:38:37,2023-01-28 08:46:39,Y,99.0,41,74,4.0,2.252,8.46,3.5,0.0,0.0,12.24,,0.3,27.25,1.0,2.0,2.75,Manhattan,Lincoln Square West,Yellow Zone,Manhattan,Morningside Heights,Boro Zone
2,2023-01-19 17:45:35,2023-01-19 18:12:29,N,3.0,74,138,5.0,0.786,3.79,0.0,0.0,0.0,0.0,,0.0,6.54,2.0,1.0,2.75,Manhattan,Morningside Heights,Boro Zone,Queens,JFK Airport,Airports
1,2023-01-26 09:03:34,2023-01-26 09:26:59,Y,6.0,142,138,3.0,2.114,4.39,2.5,0.5,0.97,6.55,,0.3,17.71,1.0,2.0,2.5,Queens,Steinway,Boro Zone,Queens,JFK Airport,Airports
2,2023-01-17 18:12:40,2023-01-17 18:17:49,Y,1.0,181,1,2.0,2.186,9.09,1.0,0.0,0.0,12.24,,0.0,24.83,2.0,2.0,2.5,Brooklyn,Williamsburg (North Side),Boro Zone,Unknown,Unknown,Unknown
2,2023-01-11 16:37:55,2023-01-11 17:01:28,N,3.0,132,132,3.0,5.952,16.49,5.0,0.0,1.89,5.76,,0.3,31.94,1.0,2.0,2.5,Queens,LaGuardia Airport,Airports,Queens,LaGuardia Airport,Airports
2,2023-01-12 14:22:43,2023-01-12 14:50:16,N,1.0,74,142,3.0,0.997,4.48,2.5,0.0,0.0,9.5,,0.0,16.48,2.0,1.0,0.0,Manhattan,Morningside Heights,Boro Zone,Queens,Steinway,Boro Zone
2,2023-01-16 05:08:52,2023-01-16 05:43:44,N,1.0,4,4,0.0,0.748,3.02,2.75,0.5,0.0,0.0,,0.0,6.27,2.0,1.0,0.0,Bronx,Allerton/Pelham Gardens,Boro Zone,Bronx,Allerton/Pelham Gardens,Boro Zone
2,2023-01-10 23:35:57,2023-01-11 00:08:20,Y,4.0,1,263,0.0,1.323,2.5,2.5,0.0,0.0,5.76,,0.3,11.06,2.0,2.0,0.0,Unknown,Unknown,Unknown,Brooklyn,Greenpoint,Boro Zone
2,2023-01-10 04:59:03,2023-01-10 05:31:08,N,1.0,239,263,6.0,3.432,9.95,0.0,0.5,0.0,5.76,,0.0,18.96,2.0,2.0,2.75,Manhattan,Central Park,Yellow Zone,Brooklyn,Greenpoint,Boro Zone
1,2023-01-21 17:43:42,2023-01-21 17:51:35,Y,4.0,7,74,6.0,2.047,5.51,3.0,0.0,0.0,0.0,,0.3,11.31,2.0,1.0,2.5,Queens,Steinway,Boro Zone,Manhattan,Morningside Heights,Boro Zone
1,2023-01-28 06:57:01,2023-01-28 07:00:15,Y,5.0,239,74,3.0,1.241,2.5,6.0,0.5,4.3,6.55,,0.3,22.9,1.0,1.0,2.75,Manhattan,Central Park,Yellow Zone,Manhattan,Morningside Heights,Boro Zone
2,2023-01-26 20:44:53,2023-01-26 21:12:46,Y,2.0,1,1,2.0,0.563,4.58,5.0,0.0,0.0,5.76,,0.0,18.09,2.0,2.0,2.75,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,2023-01-12 01:08:00,2023-01-12 01:21:46,N,99.0,142,1,5.0,3.977,11.6,1.0,0.5,0.0,9.5,,0.0,25.1,2.0,2.0,2.5,Queens,Steinway,Boro Zone,Unknown,Unknown,Unknown
1,2023-01-10 02:57:40,2023-01-10 03:10:15,N,5.0,142,239,1.0,3.787,7.55,1.5,0.5,0.0,9.5,,0.3,19.35,1.0,2.0,0.0,Queens,Steinway,Boro Zone,Manhattan,Central Park,Yellow Zone
1,2023-01-05 15:58:01,2023-01-05 16:43:02,N,4.0,41,181,0.0,1.508,7.03,2.75,0.0,0.0,0.0,,0.3,12.83,2.0,1.0,2.75,Manhattan,Lincoln Square West,Yellow Zone,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-08 14:25:02,2023-01-08 15:03:10,N,6.0,4,4,1.0,1.162,5.62,3.0,0.0,0.0,17.0,,0.0,25.62,2.0,2.0,0.0,Bronx,Allerton/Pelham Gardens,Boro Zone,Bronx,Allerton/Pelham Gardens,Boro Zone
1,2023-01-18 02:34:10,2023-01-18 03:05:40,N,3.0,239,7,4.0,4.795,12.34,2.5,0.5,1.99,5.76,,0.3,26.14,1.0,2.0,2.75,Manhattan,Central Park,Yellow Zone,Queens,Steinway,Boro Zone
1,2023-01-17 00:33:38,2023-01-17 01:09:38,N,3.0,142,132,4.0,3.078,11.03,4.0,0.0,2.52,17.0,,0.3,34.85,1.0,2.0,0.0,Queens,Steinway,Boro Zone,Queens,LaGuardia Airport,Airports
2,2023-01-25 22:49:08,2023-01-25 23:05:07,Y,5.0,4,7,1.0,3.095,8.21,1.5,0.5,0.75,6.55,,0.3,17.81,1.0,2.0,0.0,Bronx,Allerton/Pelham Gardens,Boro Zone,Queens,Steinway,Boro Zone
1,2023-01-17 21:51:14,2023-01-17 22:06:39,N,3.0,74,239,2.0,1.707,6.83,1.25,0.5,2.83,0.0,,0.3,11.71,1.0,1.0,0.0,Manhattan,Morningside Heights,Boro Zone,Manhattan,Central Park,Yellow Zone
2,2023-01-13 14:18:07,2023-01-13 14:57:39,Y,5.0,74,74,0.0,1.465,5.46,3.75,0.5,0.0,0.0,,0.0,12.46,2.0,1.0,2.75,Manhattan,Morningside Heights,Boro Zone,Manhattan,Morningside Heights,Boro Zone
1,2023-01-08 23:29:36,2023-01-08 23:32:49,N,1.0,75,4,6.0,5.218,9.5,2.0,0.0,0.0,0.0,,0.3,14.55,2.0,2.0,2.75,Manhattan,Bloomingdale,Boro Zone,Bronx,Allerton/Pelham Gardens,Boro Zone
1,2023-01-04 23:54:26,2023-01-05 00:04:07,N,99.0,142,263,9.0,4.778,12.56,6.0,0.0,0.0,6.55,,0.3,28.16,2.0,2.0,2.75,Queens,Steinway,Boro Zone,Brooklyn,Greenpoint,Boro Zone
2,2023-01-16 05:35:28,2023-01-16 06:07:06,Y,99.0,4,239,3.0,1.452,6.65,5.0,0.0,0.0,0.0,,0.3,11.95,2.0,2.0,0.0,Bronx,Allerton/Pelham Gardens,Boro Zone,Manhattan,Central Park,Yellow Zone
1,2023-01-28 08:00:32,2023-01-28 08:05:53,N,1.0,181,7,2.0,4.018,10.46,1.5,0.5,4.33,0.0,,0.0,19.29,1.0,1.0,2.5,Brooklyn,Williamsburg (North Side),Boro Zone,Queens,Steinway,Boro Zone
1,2023-01-15 03:52:00,2023-01-15 04:31:12,N,1.0,75,41,6.0,1.714,4.46,3.0,0.5,0.0,6.55,,0.0,17.01,1.0,2.0,2.5,Manhattan,Bloomingdale,Boro Zone,Manhattan,Lincoln Square West,Yellow Zone
2,2023-01-29 11:28:11,2023-01-29 11:31:37,Y,99.0,138,74,5.0,7.557,19.69,5.0,0.0,0.0,5.76,,0.0,30.45,2.0,2.0,0.0,Queens,JFK Airport,Airports,Manhattan,Morningside Heights,Boro Zone
2,2023-01-18 20:01:29,2023-01-18 20:45:55,N,5.0,4,138,0.0,4.015,8.94,6.0,0.0,0.57,0.0,,0.0,18.01,1.0,1.0,2.5,Bronx,Allerton/Pelham Gardens,Boro Zone,Queens,JFK Airport,Airports
2,2023-01-20 02:06:29,2023-01-20 02:13:36,Y,99.0,132,1,4.0,0.823,3.24,1.25,0.5,0.91,0.0,,0.0,5.9,1.0,2.0,0.0,Queens,LaGuardia Airport,Airports,Unknown,Unknown,Unknown
2,2023-01-02 10:58:05,2023-01-02 11:17:29,Y,1.0,263,41,9.0,0.174,4.15,3.5,0.0,0.0,0.0,,0.0,10.4,1.0,2.0,2.75,Brooklyn,Greenpoint,Boro Zone,Manhattan,Lincoln Square West,Yellow Zone
2,2023-01-24 17:52:11,2023-01-24 18:37:46,Y,5.0,181,41,6.0,1.115,6.68,1.0,0.0,3.39,0.0,,0.3,11.37,1.0,2.0,0.0,Brooklyn,Williamsburg (North Side),Boro Zone,Manhattan,Lincoln Square West,Yellow Zone
2,2023-01-30 14:54:32,2023-01-30 15:17:42,N,3.0,74,41,0.0,1.28,3.58,2.0,0.0,0.35,6.55,,0.3,12.78,1.0,2.0,0.0,Manhattan,Morningside Heights,Boro Zone,Manhattan,Lincoln Square West,Yellow Zone
2,2023-01-24 22:23:21,2023-01-24 23:01:14,N,99.0,239,138,2.0,1.348,6.62,5.5,0.5,4.8,9.5,,0.3,29.97,1.0,1.0,2.75,Manhattan,Central Park,Yellow Zone,Queens,JFK Airport,Airports
2,2023-01-29 02:19:00,2023-01-29 02:29:52,Y,3.0,4,181,3.0,3.143,10.39,0.0,0.0,0.0,6.55,,0.0,19.44,2.0,2.0,2.5,Bronx,Allerton/Pelham Gardens,Boro Zone,Brooklyn,Williamsburg (North Side),Boro Zone
2,2023-01-11 05:39:37,2023-01-11 06:22:11,Y,99.0,239,7,3.0,1.151,6.08,1.5,0.5,0.0,0.0,,0.0,10.83,2.0,2.0,2.75,Manhattan,Central Park,Yellow Zone,Queens,Steinway,Boro Zone
2,2023-01-06 09:38:45,2023-01-06 09:41:51,N,6.0,7,4,9.0,1.977,8.36,6.0,0.5,0.0,0.0,,0.3,15.16,2.0,2.0,0.0,Queens,Steinway,Boro Zone,Bronx,Allerton/Pelham Gardens,Boro Zone
2,2023-01-08 15:55:43,2023-01-08 16:40:41,Y,6.0,239,239,6.0,0.727,2.5,0.5,0.5,0.0,17.0,,0.0,23.25,2.0,2.0,2.75,Manhattan,Central Park,Yellow Zone,Manhattan,Central Park,Yellow Zone
2,2023-01-25 00:51:36,2023-01-25 01:00:27,N,3.0,181,41,9.0,1.932,7.57,3.5,0.5,0.0,0.0,,0.0,14.32,2.0,2.0,2.75,Brooklyn,Williamsburg (North Side),Boro Zone,Manhattan,Lincoln Square West,Yellow Zone
2,2023-01-12 01:10:52,2023-01-12 01:55:13,N,3.0,74,1,0.0,1.917,5.33,0.5,0.5,0.0,0.0,,0.3,9.38,1.0,1.0,2.75,Manhattan,Morningside Heights,Boro Zone,Unknown,Unknown,Unknown
2,2023-01-15 23:48:22,2023-01-16 00:06:41,Y,2.0,132,181,1.0,6.298,12.65,1.25,0.5,5.76,9.5,,0.3,32.46,1.0,1.0,2.5,Queens,LaGuardia Airport,Airports,Brooklyn,Williamsburg (North Side),Boro Zone
2,2023-01-02 13:05:54,2023-01-02 13:26:25,N,4.0,75,239,1.0,2.307,10.5,3.5,0.0,0.0,6.55,,0.3,23.35,2.0,2.0,2.5,Manhattan,Bloomingdale,Boro Zone,Manhattan,Central Park,Yellow Zone
1,2023-01-20 06:01:01,2023-01-20 06:18:40,Y,4.0,1,142,6.0,1.168,2.5,6.0,0.0,0.0,0.0,,0.3,11.3,2.0,1.0,2.5,Unknown,Unknown,Unknown,Queens,Steinway,Boro Zone
2,2023-01-09 03:27:42,2023-01-09 03:31:35,Y,1.0,132,7,2.0,3.462,6.31,5.5,0.0,0.0,9.5,,0.3,21.61,2.0,1.0,0.0,Queens,LaGuardia Airport,Airports,Queens,Steinway,Boro Zone
2,2023-01-22 23:49:23,2023-01-22 23:51:30,Y,5.0,4,75,4.0,0.44,3.16,6.0,0.5,1.27,0.0,,0.0,13.68,1.0,2.0,2.75,Bronx,Allerton/Pelham Gardens,Boro Zone,Manhattan,Bloomingdale,Boro Zone
1,2023-01-23 02:43:57,2023-01-23 03:19:56,Y,99.0,4,74,2.0,4.4,8.04,1.25,0.5,0.0,0.0,,0.0,12.29,2.0,2.0,2.5,Bronx,Allerton/Pelham Gardens,Boro Zone,Manhattan,Morningside Heights,Boro Zone
1,2023-01-31 03:02:47,2023-01-31 03:27:45,Y,3.0,7,132,6.0,6.828,16.38,4.0,0.5,1.67,0.0,,0.3,25.35,1.0,1.0,2.5,Queens,Steinway,Boro Zone,Queens,LaGuardia Airport,Airports
1,2023-01-21 00:01:36,2023-01-21 00:31:22,N,4.0,4,74,5.0,3.081,9.95,1.0,0.0,2.43,17.0,,0.0,32.88,1.0,1.0,2.5,Bronx,Allerton/Pelham Gardens,Boro Zone,Manhattan,Morningside Heights,Boro Zone
2,2023-01-30 04:36:29,2023-01-30 05:10:24,Y,2.0,142,75,5.0,0.848,2.84,6.0,0.0,0.0,0.0,,0.3,11.89,2.0,1.0,2.75,Queens,Steinway,Boro Zone,Manhattan,Bloomingdale,Boro Zone
2,2023-01-16 05:47:50,2023-01-16 05:58:56,Y,6.0,132,1,4.0,3.44,10.08,3.5,0.0,2.0,17.0,,0.0,35.33,1.0,1.0,2.75,Queens,LaGuardia Airport,Airports,Unknown,Unknown,Unknown
2,2023-01-27 03:40:43,2023-01-27 03:59:44,Y,99.0,1,132,0.0,0.46,2.5,0.5,0.0,2.08,12.24,,0.3,20.37,1.0,2.0,2.75,Unknown,Unknown,Unknown,Queens,LaGuardia Airport,Airports
1,2023-01-23 10:17:58,2023-01-23 10:31:17,N,6.0,181,239,4.0,0.105,5.34,3.75,0.5,0.0,9.5,,0.3,19.39,2.0,2.0,0.0,Brooklyn,Williamsburg (North Side),Boro Zone,Manhattan,Central Park,Yellow Zone
1,2023-01-23 12:41:44,2023-01-23 13:17:36,Y,4.0,138,7,6.0,2.58,7.51,2.75,0.5,0.59,9.5,,0.0,23.35,1.0,2.0,2.5,Queens,JFK Airport,Airports,Queens,Steinway,Boro Zone
2,2023-01-18 05:54:37,2023-01-18 06:19:08,N,2.0,142,181,5.0,2.663,7.28,3.0,0.0,0.0,9.5,,0.3,20.08,2.0,1.0,0.0,Queens,Steinway,Boro Zone,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-24 15:53:44,2023-01-24 16:34:45,Y,1.0,1,138,0.0,2.097,4.67,1.5,0.5,1.82,9.5,,0.3,18.29,1.0,2.0,0.0,Unknown,Unknown,Unknown,Queens,JFK Airport,Airports
2,2023-01-26 23:51:49,2023-01-27 00:36:34,Y,99.0,239,263,2.0,2.233,7.49,2.75,0.5,0.0,6.55,,0.3,20.09,2.0,1.0,2.5,Manhattan,Central Park,Yellow Zone,Brooklyn,Greenpoint,Boro Zone
2,2023-01-29 04:03:48,2023-01-29 04:15:53,Y,2.0,4,41,5.0,0.733,4.79,0.0,0.0,0.0,0.0,,0.3,7.59,2.0,2.0,2.5,Bronx,Allerton/Pelham Gardens,Boro Zone,Manhattan,Lincoln Square West,Yellow Zone
1,2023-01-03 15:28:24,2023-01-03 16:08:21,N,2.0,41,1,4.0,1.19,5.35,4.0,0.5,1.19,9.5,,0.3,23.34,1.0,2.0,2.5,Manhattan,Lincoln Square West,Yellow Zone,Unknown,Unknown,Unknown
1,2023-01-15 04:41:16,2023-01-15 04:49:25,N,5.0,74,239,4.0,3.969,10.2,0.5,0.5,0.0,5.76,,0.3,20.01,2.0,1.0,2.75,Manhattan,Morningside Heights,Boro Zone,Manhattan,Central Park,Yellow Zone
2,2023-01-21 01:28:29,2023-01-21 01:32:28,N,99.0,41,41,5.0,3.652,10.02,3.0,0.5,0.0,6.55,,0.0,20.07,2.0,1.0,0.0,Manhattan,Lincoln Square West,Yellow Zone,Manhattan,Lincoln Square West,Yellow Zone
1,2023-01-09 04:46:02,2023-01-09 05:27:12,N,99.0,1,7,9.0,1.799,8.11,3.0,0.5,0.0,12.24,,0.0,26.6,1.0,2.0,2.75,Unknown,Unknown,Unknown,Queens,Steinway,Boro Zone
1,2023-01-03 15:21:11,2023-01-03 15:58:04,N,5.0,41,7,4.0,5.946,13.94,3.5,0.5,0.0,9.5,,0.3,30.49,2.0,2.0,2.75,Manhattan,Lincoln Square West,Yellow Zone,Queens,Steinway,Boro Zone
2,2023-01-12 17:08:37,2023-01-12 17:15:32,Y,4.0,1,181,4.0,3.294,6.81,5.0,0.0,1.58,0.0,,0.3,16.19,1.0,1.0,2.5,Unknown,Unknown,Unknown,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-31 01:11:29,2023-01-31 01:21:37,N,2.0,263,74,3.0,0.312,2.5,0.0,0.0,0.0,6.55,,0.0,9.05,2.0,2.0,0.0,Brooklyn,Greenpoint,Boro Zone,Manhattan,Morningside Heights,Boro Zone
2,2023-01-13 18:38:33,2023-01-13 19:05:11,Y,4.0,132,181,9.0,1.005,5.99,5.5,0.0,0.01,0.0,,0.0,14.25,1.0,2.0,2.75,Queens,LaGuardia Airport,Airports,Brooklyn,Williamsburg (North Side),Boro Zone
2,2023-01-05 23:09:48,2023-01-05 23:27:57,N,2.0,75,75,9.0,2.592,10.6,6.0,0.5,0.0,5.76,,0.3,25.91,2.0,2.0,2.75,Manhattan,Bloomingdale,Boro Zone,Manhattan,Bloomingdale,Boro Zone
2,2023-01-09 02:26:23,2023-01-09 02:51:41,N,2.0,181,7,4.0,3.67,10.77,5.0,0.5,0.0,12.24,,0.0,31.26,2.0,2.0,2.75,Brooklyn,Williamsburg (North Side),Boro Zone,Queens,Steinway,Boro Zone
2,2023-01-24 09:20:36,2023-01-24 09:37:41,N,1.0,142,138,6.0,4.639,13.32,6.0,0.5,0.0,0.0,,0.3,20.12,2.0,1.0,0.0,Queens,Steinway,Boro Zone,Queens,JFK Airport,Airports
1,2023-01-19 02:38:38,2023-01-19 03:11:47,N,4.0,74,239,4.0,0.23,6.87,4.0,0.5,0.0,12.24,,0.0,23.61,2.0,2.0,0.0,Manhattan,Morningside Heights,Boro Zone,Manhattan,Central Park,Yellow Zone
1,2023-01-08 16:29:40,2023-01-08 16:37:48,Y,1.0,138,181,3.0,1.853,5.97,3.75,0.0,0.0,0.0,,0.0,9.72,2.0,2.0,0.0,Queens,JFK Airport,Airports,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-21 21:02:20,2023-01-21 21:21:50,Y,1.0,7,142,2.0,2.251,7.05,2.5,0.5,4.34,0.0,,0.3,17.44,1.0,2.0,2.75,Queens,Steinway,Boro Zone,Queens,Steinway,Boro Zone
1,2023-01-29 04:10:06,2023-01-29 04:35:40,Y,6.0,263,181,3.0,2.812,6.84,3.0,0.0,5.14,0.0,,0.0,17.48,1.0,1.0,2.5,Brooklyn,Greenpoint,Boro Zone,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-02 13:14:15,2023-01-02 13:42:09,N,1.0,74,4,0.0,4.8,9.24,1.5,0.0,0.0,17.0,,0.3,30.54,2.0,2.0,2.5,Manhattan,Morningside Heights,Boro Zone,Bronx,Allerton/Pelham Gardens,Boro Zone
2,2023-01-22 07:34:08,2023-01-22 07:39:36,N,2.0,41,138,1.0,4.414,12.58,2.0,0.0,0.0,0.0,,0.3,17.63,2.0,1.0,2.75,Manhattan,Lincoln Square West,Yellow Zone,Queens,JFK Airport,Airports
2,2023-01-12 17:02:07,2023-01-12 17:45:50,N,5.0,263,132,3.0,2.348,8.79,1.0,0.5,0.0,17.0,,0.3,30.34,2.0,1.0,2.75,Brooklyn,Greenpoint,Boro Zone,Queens,LaGuardia Airport,Airports
1,2023-01-07 06:10:59,2023-01-07 06:41:47,Y,2.0,181,142,9.0,1.282,2.5,2.0,0.0,0.0,0.0,,0.0,7.0,2.0,1.0,2.5,Brooklyn,Williamsburg (North Side),Boro Zone,Queens,Steinway,Boro Zone
2,2023-01-11 01:42:03,2023-01-11 01:53:32,N,5.0,142,74,0.0,0.827,2.5,1.5,0.5,0.0,6.55,,0.0,11.05,1.0,2.0,0.0,Queens,Steinway,Boro Zone,Manhattan,Morningside Heights,Boro Zone
2,2023-01-15 01:20:49,2023-01-15 01:26:06,N,6.0,74,181,1.0,1.66,2.92,3.75,0.5,0.0,17.0,,0.3,27.22,1.0,1.0,2.75,Manhattan,Morningside Heights,Boro Zone,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-21 14:03:47,2023-01-21 14:17:45,N,6.0,4,138,5.0,1.902,5.07,2.5,0.5,1.13,17.0,,0.0,26.2,1.0,2.0,0.0,Bronx,Allerton/Pelham Gardens,Boro Zone,Queens,JFK Airport,Airports
2,2023-01-21 01:34:53,2023-01-21 01:49:26,Y,5.0,239,132,1.0,3.871,11.99,0.0,0.0,0.0,6.55,,0.0,18.54,2.0,2.0,0.0,Manhattan,Central Park,Yellow Zone,Queens,LaGuardia Airport,Airports
1,2023-01-12 00:21:01,2023-01-12 00:32:43,N,1.0,1,41,9.0,5.118,11.96,5.0,0.0,0.0,0.0,,0.3,17.26,2.0,2.0,0.0,Unknown,Unknown,Unknown,Manhattan,Lincoln Square West,Yellow Zone
2,2023-01-12 21:09:13,2023-01-12 21:14:08,N,6.0,41,263,0.0,1.122,4.0,2.5,0.5,0.35,12.24,,0.0,22.34,1.0,1.0,2.75,Manhattan,Lincoln Square West,Yellow Zone,Brooklyn,Greenpoint,Boro Zone
2,2023-01-26 00:56:54,2023-01-26 01:07:28,Y,5.0,74,74,0.0,3.337,12.85,6.0,0.0,0.0,0.0,,0.3,19.15,2.0,2.0,0.0,Manhattan,Morningside Heights,Boro Zone,Manhattan,Morningside Heights,Boro Zone
2,2023-01-30 19:12:34,2023-01-30 19:31:50,N,4.0,239,74,9.0,2.819,7.57,5.5,0.5,3.2,9.5,,0.3,26.57,1.0,2.0,0.0,Manhattan,Central Park,Yellow Zone,Manhattan,Morningside Heights,Boro Zone
2,2023-01-09 06:38:00,2023-01-09 06:43:13,Y,6.0,4,263,3.0,3.43,9.16,5.5,0.0,0.0,17.0,,0.0,34.16,2.0,2.0,2.5,Bronx,Allerton/Pelham Gardens,Boro Zone,Brooklyn,Greenpoint,Boro Zone
1,2023-01-25 18:39:54,2023-01-25 19:09:22,Y,4.0,132,263,5.0,4.226,11.38,1.0,0.5,2.21,17.0,,0.0,34.84,1.0,1.0,2.75,Queens,LaGuardia Airport,Airports,Brooklyn,Greenpoint,Boro Zone
1,2023-01-04 18:48:36,2023-01-04 19:01:34,Y,2.0,138,41,1.0,0.462,2.5,0.5,0.0,1.7,9.5,,0.3,17.25,1.0,1.0,2.75,Queens,JFK Airport,Airports,Manhattan,Lincoln Square West,Yellow Zone
2,2023-01-19 16:32:17,2023-01-19 16:39:53,N,2.0,138,1,3.0,0.489,4.52,5.0,0.0,0.0,6.55,,0.0,18.82,2.0,1.0,2.75,Queens,JFK Airport,Airports,Unknown,Unknown,Unknown
2,2023-01-14 03:26:04,2023-01-14 03:44:53,N,2.0,41,4,4.0,0.291,2.5,6.0,0.0,0.0,6.55,,0.0,17.55,2.0,2.0,2.5,Manhattan,Lincoln Square West,Yellow Zone,Bronx,Allerton/Pelham Gardens,Boro Zone
1,2023-01-14 02:37:38,2023-01-14 02:42:33,N,5.0,263,74,9.0,0.634,4.58,0.0,0.5,0.0,6.55,,0.3,14.68,2.0,2.0,2.75,Brooklyn,Greenpoint,Boro Zone,Manhattan,Morningside Heights,Boro Zone
2,2023-01-22 05:04:44,2023-01-22 05:38:49,N,2.0,41,4,9.0,5.83,15.81,1.25,0.0,2.47,5.76,,0.3,28.34,1.0,2.0,2.75,Manhattan,Lincoln Square West,Yellow Zone,Bronx,Allerton/Pelham Gardens,Boro Zone
2,2023-01-06 16:07:22,2023-01-06 16:49:34,N,5.0,181,7,2.0,3.104,9.99,2.5,0.0,0.0,0.0,,0.3,12.79,2.0,1.0,0.0,Brooklyn,Williamsburg (North Side),Boro Zone,Queens,Steinway,Boro Zone
1,2023-01-19 03:52:03,2023-01-19 04:20:40,Y,1.0,75,7,4.0,2.551,7.36,2.5,0.0,0.85,6.55,,0.0,17.26,1.0,2.0,0.0,Manhattan,Bloomingdale,Boro Zone,Queens,Steinway,Boro Zone
2,2023-01-08 20:24:10,2023-01-08 20:55:48,Y,2.0,75,4,3.0,2.464,7.98,4.0,0.0,0.61,9.5,,0.3,22.39,1.0,2.0,0.0,Manhattan,Bloomingdale,Boro Zone,Bronx,Allerton/Pelham Gardens,Boro Zone
2,2023-01-27 04:08:06,2023-01-27 04:11:37,N,4.0,181,239,9.0,1.753,5.11,3.0,0.5,0.0,0.0,,0.3,11.41,2.0,2.0,2.5,Brooklyn,Williamsburg (North Side),Boro Zone,Manhattan,Central Park,Yellow Zone
2,2023-01-31 07:08:23,2023-01-31 07:40:56,N,2.0,41,142,5.0,3.362,12.47,2.0,0.5,1.28,0.0,,0.0,19.0,1.0,1.0,2.75,Manhattan,Lincoln Square West,Yellow Zone,Queens,Steinway,Boro Zone
2,2023-01-13 11:23:53,2023-01-13 12:06:24,N,2.0,4,132,3.0,0.993,3.96,2.0,0.0,2.26,12.24,,0.3,23.51,1.0,2.0,2.75,Bronx,Allerton/Pelham Gardens,Boro Zone,Queens,LaGuardia Airport,Airports
2,2023-01-20 06:17:01,2023-01-20 06:55:29,N,99.0,74,138,9.0,1.2,5.64,4.0,0.5,0.0,5.76,,0.3,16.2,2.0,1.0,0.0,Manhattan,Morningside Heights,Boro Zone,Queens,JFK Airport,Airports
2,2023-01-23 13:56:01,2023-01-23 14:01:27,Y,5.0,263,74,0.0,3.083,7.76,3.0,0.0,0.0,0.0,,0.0,13.51,1.0,1.0,2.75,Brooklyn,Greenpoint,Boro Zone,Manhattan,Morningside Heights,Boro Zone
1,2023-01-24 15:29:59,2023-01-24 15:49:48,Y,6.0,132,181,2.0,3.937,13.4,0.0,0.0,0.9,5.76,,0.3,22.86,1.0,2.0,2.5,Queens,LaGuardia Airport,Airports,Brooklyn,Williamsburg (North Side),Boro Zone
1,2023-01-23 09:42:20,2023-01-23 09:55:26,Y,5.0,4,138,6.0,4.246,10.31,0.0,0.0,0.0,0.0,,0.3,13.36,2.0,1.0,2.75,Bronx,Allerton/Pelham Gardens,Boro Zone,Queens,JFK Airport,Airports
2,2023-01-03 15:08:06,2023-01-03 15:35:39,Y,1.0,142,263,1.0,0.406,2.5,3.0,0.0,0.0,12.24,,0.0,17.74,2.0,2.0,0.0,Queens,Steinway,Boro Zone,Brooklyn,Greenpoint,Boro Zone
1,2023-01-17 01:10:52,2023-01-17 01:23:43,N,4.0,239,263,9.0,3.035,9.44,3.5,0.0,0.0,5.76,,0.0,21.2,1.0,1.0,2.5,Manhattan,Central Park,Yellow Zone,Brooklyn,Greenpoint,Boro Zone
